name,category,description,job_levels,languages,assessment_length,remote_testing,adaptive_irt,test_type,url
Account Manager Solution,Individual Test Solutions,"The Account Manager solution is an assessment used for job candidates applying to mid-level leadership positions that tend to manage the day-to-day operations and activities of client accounts. Sample tasks for these jobs include, but are not limited to: communicating with clients about project status, developing and maintaining project plans, coordinating internally with appropriate project personnel, and ensuring client expectations are being met. Potential job titles that use this solution are: Account Executive, Account Manager, and Senior Account Manager. There are multiple configurations of this solution available.",Mid-Professional,English (USA),49,Yes,Yes,"Competencies, Personality & Behavior, Ability & Aptitude, Biodata & Situational Judgement",https://www.shl.com/solutions/products/product-catalog/view/account-manager-solution/
